key,name,sortOrder,japanese,instrument,website,group,altEnglish,altJapanese,altWebsite,altWebsite2
yoshihiko-naya,Yoshihiko Naya,Naya; Yoshihiko,納谷嘉彦,piano,https://naya0327goma-piano6.wixsite.com/website,,,,,
yoshihiro-nakagawa,Yoshihiro Nakagawa,Nakagawa; Yoshihiro,中川喜博,drums,,,,,,
yoshihiro-tokiyasu,Yoshihiro Tokiyasu,Tokiyasu; Yoshihiro,時安吉宏,bass,,,,,,
yoshihisa-suzuki,Yoshihisa Suzuki,Suzuki; Yoshihisa,鈴木よしひさ,guitar polyperformance,https://www.yoshihisa-suzuki.com/,,,,,
yoshihito-eto,Yoshihito Eto,Eto; Yoshihito,江藤良人,drums,http://eto.mockhillrecords.com/,,,,,
yoshihito-p-koizumi,Yoshihito “P” Koizumi,Koizumi; Yoshihito “P”,小泉P克人,bass,https://www.yoshihitopkoizumi.com/,,,,,
yoshiki-yamada,Yoshiki Yamada,Yamada; Yoshiki,山田吉輝,bass,https://www.yoshikiyamada.com/,,,,,
yoshiko-saita,Yoshiko Saita,Saita; Yoshiko,斉田佳子,vocal,http://saita-saita.net/,,,,,
yoshimasa-otsuka,Yoshimasa Otsuka,Otsuka; Yoshimasa,大塚義将,bass,https://ameblo.jp/otsukabass/,,,,https://yoshimasaotsuka.tk/,
yoshimi-kamiya,Yoshimi Kamiya,Kamiya; Yoshimi,神谷好美,vocal,https://ameblo.jp/yoshimi-musik/,,Yoshimi Hirobe,廣部好美,https://www.youtube.com/channel/UCo8z1pFd0LUXoSg0M0pWCCQ,
yoshimitsu-okada,Yoshimitsu Okada,Okada; Yoshimitsu,岡田嘉満,saxophone,https://ameblo.jp/okayoshi7,,,,https://woodsidemusic.amebaownd.com/,
yoshio-machida,Yoshio Machida,Machida; Yoshio,町田良夫,steel pan,https://www.yoshiomachida.com,,,,,
yoshio-suzuki,Yoshio Suzuki,Suzuki; Yoshio,鈴木良雄,bass,https://chin-suzuki.com/,,Yoshio “Chin” Suzuki,,,
yoshiro-kanda,Yoshiro Kanda,Kanda; Yoshiro,神田芳郎,bass,https://www.eonet.ne.jp/~kanda446/,,,,,
yoshiro-okazaki,Yoshiro Okazaki,Okazaki; Yoshiro,岡崎好朗,trumpet,http://www.yoshirojazz.sakura.ne.jp/,,,,,
yoshitaka-shoji,Yoshitaka Shoji,Shoji; Yoshitaka,東海林由孝,guitar,https://shoji-yoshitaka.blogspot.com/,,,,,
yoshitaka-uematsu,Yoshitaka Uematsu,Uematsu; Yoshitaka,植松良高,drums,https://jazzshiryokan.net/jazzDB/musician_detail.php?recordID=M2443,,,,,
yoshitaka-yamashita,Yoshitaka Yamashita,Yamashita; Yoshitaka,山下佳孝,drums,,,,,,
yoshiyuki-nakaya,Yoshiyuki Nakaya,Nakaya; Yoshiyuki,中屋啓之,drums,,,,,,
yosuke-honma,Yosuke Honma,Honma; Yosuke,本間洋佑,bass,,,,,,
yosuke-inoue,Yosuke Inoue,Inoue; Yosuke,井上陽介,bass,http://yosukeinouejazz.sakura.ne.jp/,,,,,
yosuke-onuma,Yosuke Onuma,Onuma; Yosuke,小沼ようすけ,guitar,http://www.yosukeonuma.com/,,,,,
yosuke-sato,Yosuke Sato,Sato; Yosuke,佐藤洋祐,sax,https://yosukesato.sub.jp/,,,,,
yosuke-tamura,Yosuke Tamura,Tamura; Yosuke,田村陽介,drums,https://yosuketamura.com/,,,,,
yosuke-terao,Yosuke Terao,Terao; Yosuke,寺尾陽介,bass,https://teraomusic.wixsite.com/bass,,,,https://ameblo.jp/teraomusic/,
yota-tsukada,Yota Tsukada,Tsukada; Yota,塚田陽太,drums,https://www.yotatsukada.com/,,,,,
yu-hatakeyama,Yu Hatakeyama,Hatakeyama; Yu,はたけやま裕,percussion,http://www.you-hatakeyama.com/,,,,,
yu-kudo,Yu Kudo,Kudo; Yu,工藤悠,drums,http://yu-drum.com/,,,,,
yu-kuga,Yu Kuga,Kuga; Yu,陸悠,baritone saxophone,https://yukugamusic.wixsite.com/yukuga,,,,,
yu-manabe,Yu Manabe,Manabe; Yu,真部裕,violin,https://www.yumanabe.com/,,,,,
yudo-matsuo,Yudo Matsuo,Matsuo; Yudo,松尾由堂,guitar,https://yudomatsuo.tumblr.com/,,,,https://ameblo.jp/youdo-guitar/,
yuhei-honkawa,Yuhei Honkawa,Honkawa; Yuhei,本川悠平,bass,http://yuhei-ponkawajazz.cocolog-nifty.com/,,,,,
yui-murase,Yui Murase,Murase; Yui,村瀬由衣,vocal,,,,,,
yuichi-hayashi,Yuichi Hayashi,Hayashi; Yuichi,林祐市,piano,http://yuichihayashi.com/,,,,,
yuichi-inoue,Yuichi Inoue,Inoue; Yuichi,井上祐一,piano,http://www.wn-records.com/?p=4679,,,,,
yuichi-kudoh,Yuichi Kudou,Kudou; Yuichi,,piano,,,,,,
yuichi-narita,Yuichi Narita,Narita; Yuichi,成田祐一,piano,http://www.yuichinarita.com/,1,,,,
yuichiro-aratake,Yuichiro Aratake,Aratake; Yuichiro,荒武裕一朗,piano,http://www.aratakeyuichiro.com/,,,,https://note.com/arapf331/,https://aratake331.exblog.jp/
yuichiro-hiraoka,Yuichiro Hiraoka,Hiraoka; Yuichiro,平岡遊一郎,guitar,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=4205,,,,http://tuhiraoka.fc2web.com/,
yuichiro-tokuda,Yuichiro Tokuda,Tokuda; Yuichiro,徳田雄一郎,sax,http://www.yuichirotokuda.com/,,,,,
yuji-ito,Yuji Ito,Ito; Yuji,伊藤勇司,bass,https://bassist-jazz-0313.wixsite.com/yujito,,,,http://bassist0313.blog.fc2.com/,
yuji-kawamoto,Yuji Kawamoto,Kawamoto; Yuji,川本悠自,bass,http://yujikawamoto.com/,,,,,
yuji-yajima,Yuji Yajima,Yajima; Yuji,箭島裕治,electric bass,http://yujiyajima.com/,,,,,
yujiro-shimine,Yujiro Shimine,Shimine; Yujiro,吉峯勇二郎,bass,https://yujiroyoshimine.com/,,,,,
yuka-deguchi,Yuka Deguchi,Deguchi; Yuka,出口優日,vocal,http://yukadeguchi.blogspot.com/,,,,,
yuka-konishi,Yuka Konishi,Konishi; Yuka,小西佑果,bass,https://yukakonishi.com/,,,,,
yuka-ueda,Yuka Ueda,Ueda; Yuka,上田裕香,vocal,http://yuuka-agora.com/wp/,1,Yu~ka Ueda,,,
yuka-yamazoe,Yuka Yamazoe,Yamazoe; Yuka,山添ゆか,vocal,https://yamazoe-yuka.com/,,,,,
yuka-yanagihara,Yuka Yanagihara,Yanagihara; Yuka,柳原由佳,piano,https://yukayanagihara.com/,,,,,
yukako-yamano,Yukako Yamano,Yamano; Yukako,山野友佳子,piano,https://yukakoyamano.com/,1,,,https://blog.goo.ne.jp/angela-major7,
yukari-inoue,Yukari Inoue,Inoue; Yukari,井上ゆかり,piano,https://www.inoueyukari.com/,,,,,
yukari-sekiya,Yukari Sekiya,Sekiya; Yukari,関谷友加里,piano,https://www.yukarisekiya.com/,,,,,
yuki-hirate,Yuki Hirate,Hirate; Yuki,平手裕紀,piano+trumpet,https://hirateyuki.com/,,,,,
yuki-ito,Yuki Ito,Ito; Yuki,伊東佑季,bass,https://yukibass.com/,,,,,
yuki-nakano,Yuki Nakano,Nakano; Yuki,中野優樹,bass,https://ameblo.jp/yuki-jazzjazzjazz/,2,,,,
yuki-shibata,Yuki Shibata,Shibata; Yuki,柴田悠希,piano,http://blog.livedoor.jp/yuki_shibata/,,,,,
yukiko-hayakawa,Yukiko Hayakawa,Hayakawa; Yukiko,早川由紀子,piano,https://hayakawa-yukiko.com/,,,,https://plaza.rakuten.co.jp/jazzyukip/,
yukiko-kawase,Yukiko Kawase,Kawase; Yukiko,川瀬由紀子,piano,http://www.kawaseyukiko.com/,,,,,
yukiko-mayra-miyazaki,Yukiko Mayra Miyazaki,Miyazaki; Yukiko Mayra,宮崎Mayra友紀子,vocal,https://www.mayra-voice.com/,,,,https://ameblo.jp/jazzsinger-yuki/,
yuko-endo,Yuko Endo,Endo; Yuko,遠藤優子,vocal,https://yukoendo-smilemark.amebaownd.com/,,,,,
yuko-kajitani,Yuko Kajitani,Kajitani; Yuko,梶谷裕子,violin,https://vgmdb.net/artist/7854,,,,,
yuko-miyawaki,Yuko Miyawaki,Miyawaki; Yuko,宮脇裕子,trumpet,https://yukomiyawaki.com,,,,https://ameblo.jp/yukomiyawaki/,
yuko-sakuma,Yuko Sakuma,Sakuma; Yuko,佐久間優子,piano,http://kokochi2.blog.fc2.com/,,,,,
yuko-tanaka,Yuko Tanaka,Tanaka; Yuko,田中ゆうこ,voice,https://www.instagram.com/kouta_yunaka/,,現・由中小唄 Kouta Yunaka,,,
yumi-okino,Yumi Okino,Okino; Yumi,沖野ゆみ,vocal,https://www.yumi-okino.com/,,,,,
yumiko-murakami,Yumiko Murakami,Murakami; Yumiko,村上ユミ子,piano,https://jazzshiryokan.net/jazzDB/musician_detail.php?serialNumber=3052,,,,,
yuri-dazai,Yuri Dazai,Dazai; Yuri,太宰百合,piano,https://yuridazai.com/,,,,,
yuri-hirota,Yuri Hirota,Hirota; Yuri,廣田ゆり,piano,http://miss.blog20.fc2.com/,,,,https://www.youtube.com/user/MaltOriental,
yurie-nejime,Yurie Nejime,Nejime; Yurie,寝占友梨絵,vocal,http://www.jazzandpeace.jp/,,,,,
yurika-ichihara,Yurika Ichihara,Ichihara; Yurika,市原由里香,piano,https://www.yuricapiano.com/,,,,https://ameblo.jp/yurika1425jp/,
yusei-takahashi,Yusei Takahashi,Takahashi; Yusei,高橋佑成,piano,https://linktr.ee/yusei.takahashi.piano,,,,,
yusuke-chigita,Yusuke Chigita,Chigita; Yusuke,千北祐輔,bass,https://yusukechigita.bandcamp.com/album/family-diary,,,,,
yusuke-hirado,Yusuke Hirado,Hirado; Yusuke,平戸祐介,piano,http://yusukehirado.net/,,,,,
yusuke-lawson-yamada,Yusuke Lawson Yamada,Yamada; Yusuke Lawson,山田ローソン祐輔,drums,https://ameblo.jp/lawson-yusukedrums/,,,,https://www.instagram.com/yusuke.lawson/,
yusuke-morita,Yusuke Morita,Morita; Yusuke,森田悠介,electric bass,https://yusukemorita.net/,,,,,
yusuke-nakaishi,Yusuke Nakaishi,Nakaishi; Yusuke,仲石裕介,bass,https://nowonmusic.com/members/258,,,,http://usk1987210.blog.fc2.com/,
yusuke-yaginuma,Yusuke Yaginuma,Yaginuma; Yusuke,柳沼佑育,drums,https://ameblo.jp/yusukebebop/,,,,,
yuta-fukuhara,Yuta Fukuhara,Fukuhara; Yuta,福原雄太,drums,https://yutafukuhara.wixsite.com/website,,,,,
yuta-ikedo,Yuta Ikedo,Ikedo; Yuta,池戸祐太,guitar,https://youtube.com/@yutaikedo,,,,,
yuta-kaneko,Yuta Kaneko,Kaneko; Yuta,金子雄太,Hammond B3 organ,https://aquapit.amebaownd.com/,,,,,
yuta-omino,Yuta Omino,Omino; Yuta,小美濃悠太,bass,https://yutaomino.com/,,,,,
yutaka-handa,Yutaka Handa,Handa; Yutaka,伴田裕,saxophone,http://yutakahanda.com/,,,,,
yutaka-kaido,Yutaka Kaido,Kaido; Yutaka,カイドーユタカ,bass,https://kaidoyutaka.blogspot.com/,,,,,
yutaka-yoshida,Yutaka Yoshida,Yoshida; Yutaka,吉田豊,bass,https://yutakayoshidasho.wordpress.com/,,,,,
yuto-hirase,Yuto Hirase,Hirase; Yuto,平瀬祐人,drums,https://ameblo.jp/pel-chan/,,,,,
yuto-komatsu,Yuto Komatsu,Komatsu; Yuto,小松悠人,trumpet,http://blog.livedoor.jp/aaakomatta/,,,,https://www.instagram.com/yutokomatsufish/,
yuto-maseki,Yuto Maseki,Maseki; Yuto,柵木雄斗,drums,https://ameblo.jp/masekiyuto/,,,,,
yuuna,Yuuna,Yuuna,優奈,vocal,https://yuuna-jp.amebaownd.com/,,,,,
yuya-wakai,Yuya Wakai,Wakai; Yuya,若井優也,piano,https://matheyoung.wordpress.com/,,,,,
yuzo-kataoka,Yuzo Kataoka,Kataoka; Yuzo,片岡雄三,trombone,,,,,,
yuzumi-tanimukai,Yuzumi Tanimukai,Tanimukai; Yuzumi,谷向柚美,voice,https://yuzumi76.wixsite.com/yuzumi2013,,,,,
yuzuru-sera,Yuzuru Sera,Sera; Yuzuru,世良譲,piano,https://ja.wikipedia.org/wiki/%E4%B8%96%E8%89%AF%E8%AD%B2,,,,,
zeze-wakamatsu,Zeze Wakamatsu,Wakamatsu; Zeze,,soundscape artist,https://zezewakamatsu.com/,,,,,
